Horizon,LSTM,Persistence,Ridge
H1,11.55531260294064,0.39461276222360686,0.5039885721484656
H3,12.048947716133766,0.5401988215536571,0.3509484966331801
H5,12.986689561678952,0.6633927641970886,0.3807013287958037
