,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
H1,0.0008228215738199651,0.006758283823728561,0.09145720303058624,5.383881092071533,3.863750696182251,6.72727632522583
H3,0.0020249534863978624,0.010700084269046783,0.27218538522720337,7.989107608795166,11.558160781860352,10.24859619140625
H5,0.002902834676206112,0.010988473892211914,0.4451019763946533,8.460148811340332,17.470733642578125,11.709650993347168
